name_short,adduct,9AA,CHCA,CMBT,ClCCA,DAN,DHAP,DHB,MAPS,NEDC,NOR,PNDI,pNA
S-Adenosylhomocysteine,+Na,5991.337,57597.113,15310.39,24178.445,33996.598,X,155575.86,-,121.99524,27144.898,-,12198.442
S-Adenosylhomocysteine,+K,-,2144.4846,181.81262,2305.6152,687.20215,X,5868.249,-,-,-,-,1076.3392
S-Adenosylhomocysteine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
S-Adenosylhomocysteine,-H,19868.197,2618.433,-,158.0699,-,-,2711.622,-,67.8764,X,-,-
S-Adenosylhomocysteine,+Cl,175.04391,-,-,-,-,-,-,-,-,-,-,-
S-Adenosylhomocysteine,[M]-,-,-,-,-,-,-,-,X,-,-,-,-
S-Adenosylmethionine,+H,-,-,-,-,-,-,-,-,-,-,-,-
S-Adenosylmethionine,+Na,-,-,-,-,-,-,-,-,-,-,-,-
S-Adenosylmethionine,+K,-,-,-,-,-,-,-,-,-,-,-,-
S-Adenosylmethionine,[M]+,1245.4226,46583.38,3481.3252,10972.356,613.07,3477.0227,36424.44,-,-,-,-,28395.63
S-Adenosylmethionine,-H,-,-,-,-,-,-,-,-,-,-,-,-
S-Adenosylmethionine,+Cl,-,-,-,-,-,-,-,-,-,-,-,X
S-Adenosylmethionine,[M]-,X,-,-,-,X,-,-,-,-,X,-,-
SM d18:1-16:0,+H,66704.375,17913.963,31932.152,15644.235,42953.656,12007.506,68110.57,847.84314,1332.8806,130759.71,-,69643.93
SM d18:1-16:0,+Na,30089.271,26056.213,19335.738,18299.041,54723.93,50094.84,145363.38,643.9015,2368.4927,39665.523,-,78316.52
SM d18:1-16:0,+K,201.08577,905.12036,90.377266,1302.322,632.3297,3394.7656,6429.2256,-,15.202984,53.963577,-,4379.794
SM d18:1-16:0,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
SM d18:1-16:0,-H,184.13017,-,-,-,485.45834,-,-,-,-,65.82961,-,-
SM d18:1-16:0,+Cl,1552.3076,-,-,-,68.440765,53.27177,-,-,67.060326,140.48817,-,126.4713
SM d18:1-16:0,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Serine,+H,-,3537.0767,95.54575,1136.338,-,-,168.66086,-,-,-,-,239.10413
Serine,+Na,-,544.99664,328.41937,386.68655,199.02571,-,73.11224,-,-,-,-,151.18602
Serine,+K,-,-,17.315706,44.200027,-,-,-,-,-,-,-,-
Serine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Serine,-H,3993.5476,-,-,-,5866.5195,-,-,-,21.435799,635.8406,-,895.617
Serine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Serine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Serotonin,+H,-,3378.8428,386.55624,585.8966,X,359.0531,6212.4727,-,-,-,-,X
Serotonin,+Na,-,302.49268,160.68517,86.15999,-,178.35992,2989.8953,-,-,163.60733,-,-
Serotonin,+K,-,-,-,60.822575,X,-,352.40738,-,-,-,-,-
Serotonin,[M]+,-,726.238,81.82261,108.1692,-,49.94781,1641.0186,-,-,91.450165,-,X
Serotonin,-H,-,-,-,-,3041.7778,-,-,-,-,68.87302,-,-
Serotonin,+Cl,-,-,-,-,420.4617,-,-,-,-,-,-,-
Serotonin,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Spermidine,+H,1796.4735,32277.682,3659.559,3123.1765,1254.1199,1541.9215,35225.145,228.01654,164.96376,5489.8506,280.6185,9661.001
Spermidine,+Na,117.83649,700.3485,391.52258,74.97821,44.275703,480.87292,3163.6753,-,-,191.93779,-,609.7361
Spermidine,+K,-,54.064987,-,-,-,46.042183,86.93585,-,-,-,-,-
Spermidine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Spermidine,-H,-,-,-,-,-,-,-,-,-,-,-,-
Spermidine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Spermidine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Spermine,+H,2366.1128,92954.46,2597.7432,4398.4326,12329.37,1346.941,16474.262,-,754.86774,10034.413,-,22500.63
Spermine,+Na,161.1489,3134.547,602.9888,298.39722,1163.3304,805.77496,831.0292,-,-,335.74524,-,1379.1384
Spermine,+K,-,265.4074,5.9153333,117.266594,32.74508,49.03735,-,-,-,-,-,75.54836
Spermine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Spermine,-H,-,-,-,-,-,-,-,-,-,-,-,-
Spermine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Spermine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Succinic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Succinic acid,+Na,-,441.63614,153.08401,92.7117,154.29225,88.67399,471.89386,-,-,153.3266,-,-
Succinic acid,+K,-,40.40701,-,-,-,-,7.62346,-,-,-,-,-
Succinic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Succinic acid,-H,60458.562,274.6676,184.47578,-,24203.707,1388.3309,296.13083,-,130.85376,45143.96,21.977982,3436.0889
Succinic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Succinic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Sulfo GalCer 18:0(2S-OH),+H,-,-,129.4797,644.5242,-,242.81018,673.8308,-,-,-,-,55.967667
Sulfo GalCer 18:0(2S-OH),+Na,-,98.032524,519.4769,627.4801,-,993.9289,1849.6083,-,-,-,-,278.5381
Sulfo GalCer 18:0(2S-OH),+K,-,-,-,-,-,8.707691,-,-,-,-,-,-
Sulfo GalCer 18:0(2S-OH),[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Sulfo GalCer 18:0(2S-OH),-H,341320.16,64468.1,24915.404,13142.933,135087.45,76387.55,69361.55,32448.0,1358.2147,237613.52,74.06299,-
Sulfo GalCer 18:0(2S-OH),+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Sulfo GalCer 18:0(2S-OH),[M]-,-,-,4577.272,-,-,-,-,-,-,56559.52,36.823788,32465.729
TG 15:0-18:1-15:0,+H,-,-,-,-,-,20.031687,100.925,-,-,-,-,-
TG 15:0-18:1-15:0,+Na,15.469727,777.9237,11072.385,1769.9178,12601.153,4159.7036,14842.437,86.31809,150.16203,2603.8716,-,1580.8817
TG 15:0-18:1-15:0,+K,-,120.93296,704.196,738.1372,99.299706,526.6222,1369.091,-,16.303217,-,-,114.70963
TG 15:0-18:1-15:0,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
TG 15:0-18:1-15:0,-H,-,-,-,-,-,-,-,-,-,-,-,-
TG 15:0-18:1-15:0,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
TG 15:0-18:1-15:0,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Taurine,+H,-,3113.1843,-,157.44615,-,27.582552,213.33081,-,-,-,-,-
Taurine,+Na,-,3972.7842,45.11592,215.61198,652.2207,211.04749,701.09534,-,-,-,-,598.00415
Taurine,+K,-,1415.6859,-,125.32934,-,29.024014,57.634804,-,-,-,-,60.06713
Taurine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Taurine,-H,208896.88,8397.929,341.20837,105.2851,12207.921,2252.1897,822.2232,-,-,7462.7876,-,5874.721
Taurine,+Cl,20.201468,-,-,-,6.0294294,-,-,-,-,-,-,-
Taurine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Taurocholic acid,+H,-,25.726849,19.288418,58.665245,-,15.780487,51.667393,-,-,-,-,22.461802
Taurocholic acid,+Na,-,10874.65,4773.8623,4910.717,1408.9209,992.20844,5073.2334,-,-,936.1387,-,7296.052
Taurocholic acid,+K,-,1566.7678,148.48584,1021.1538,-,87.33781,305.76776,-,-,-,-,343.9301
Taurocholic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Taurocholic acid,-H,982982.0,80181.98,1709.3027,8312.093,129467.42,12909.706,32395.162,1464.6653,215.57954,386473.78,30.924738,-
Taurocholic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Taurocholic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Tetrahydrofolic acid,+H,-,2300.6252,111.09996,1272.2944,-,275.80386,4215.799,-,-,257.68106,-,208.07288
Tetrahydrofolic acid,+Na,9070.264,30462.666,463.28207,18025.38,1944.3685,1704.164,40952.934,-,-,2324.772,-,1384.2264
Tetrahydrofolic acid,+K,96.56919,1614.4451,-,1923.9647,-,164.05199,2510.6797,-,-,-,-,194.37643
Tetrahydrofolic acid,[M]+,2845.4207,2507.4648,228.79807,1411.1085,1105.9993,288.7367,5096.7646,-,-,981.60706,-,718.4168
Tetrahydrofolic acid,-H,-,-,-,-,-,-,-,-,-,-,-,-
Tetrahydrofolic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Tetrahydrofolic acid,[M]-,-,-,-,-,-,-,-,-,-,335.38852,-,-
Thiamine,+H,-,76.49725,6.0240636,-,-,-,788.7292,-,-,-,-,-
Thiamine,+Na,-,X,-,-,-,-,-,-,-,-,-,-
Thiamine,+K,-,-,-,-,-,-,-,-,-,-,-,-
Thiamine,[M]+,2473.3748,14366.717,677.4549,4027.14,517.5184,1268.2993,10209.723,-,-,7993.5635,-,46221.254
Thiamine,-H,-,-,-,-,-,-,-,-,-,-,-,-
Thiamine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Thiamine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Thymine,+H,-,374.60266,25.212337,86.619354,-,-,564.1526,-,-,-,152.22923,-
Thymine,+Na,-,46.777195,89.314926,-,117.235954,64.61676,468.04077,-,-,317.70273,-,157.06567
Thymine,+K,-,-,-,-,-,-,-,-,-,-,-,-
Thymine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Thymine,-H,18633.424,-,-,-,14535.078,-,-,1145.7249,-,8858.8,329.63464,922.1208
Thymine,+Cl,-,X,-,-,-,-,-,-,22.648516,-,-,-
Thymine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Tryptophan,+H,-,4505.785,194.73853,675.5832,X,892.04895,4640.716,-,-,-,-,X
Tryptophan,+Na,37.72381,2628.2449,386.11948,562.8926,961.11487,1210.4391,8296.341,-,-,427.96463,-,X
Tryptophan,+K,-,X,-,419.6506,523.4963,520.0861,2149.1284,-,-,-,-,356.16104
Tryptophan,[M]+,-,60.948883,-,-,-,10.659669,172.12442,-,-,-,-,X
Tryptophan,-H,258.6718,9.628314,-,-,1855.993,30.733921,-,-,-,487.07227,-,-
Tryptophan,+Cl,-,-,-,-,-,-,-,X,-,-,-,-
Tryptophan,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Tyrosine,+H,-,528.88995,-,34.194004,-,-,950.2206,-,-,-,-,1224.2792
Tyrosine,+Na,-,-,-,-,15.147753,-,513.6526,-,-,-,-,618.9932
Tyrosine,+K,-,X,-,-,-,-,-,-,-,-,-,730.43555
Tyrosine,[M]+,-,-,-,-,X,-,-,-,-,-,-,-
Tyrosine,-H,134.4624,-,-,-,743.7864,-,-,-,-,-,-,336.2448
Tyrosine,+Cl,-,-,-,-,-,-,X,-,-,-,-,-
Tyrosine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Uracil,+H,-,221.87267,-,71.02282,-,-,84.42178,-,-,-,54.6163,-
Uracil,+Na,-,-,31.725908,-,-,39.892426,149.46448,-,-,-,39.80673,-
Uracil,+K,-,-,-,-,-,-,-,-,-,-,-,-
Uracil,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Uracil,-H,32271.092,-,9.399188,-,7637.482,567.38904,-,18.611662,251.57901,17817.967,358.72098,X
Uracil,+Cl,158.1669,-,-,-,-,-,-,-,-,-,-,-
Uracil,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Ureidosuccinic acid,+H,-,1661.4679,-,243.47162,-,-,736.3713,-,-,-,-,-
Ureidosuccinic acid,+Na,-,2167.1323,67.321014,668.0727,-,70.8531,3038.9966,-,-,-,-,187.37448
Ureidosuccinic acid,+K,-,283.00595,-,125.618195,-,-,184.07863,-,-,-,-,-
Ureidosuccinic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,X
Ureidosuccinic acid,-H,29431.266,904.91693,47.730034,94.42966,2504.7607,653.48376,623.1469,-,43.508545,6133.3125,-,783.17505
Ureidosuccinic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Ureidosuccinic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Uric acid,+H,-,207.1592,-,-,-,-,85.84878,-,-,-,-,-
Uric acid,+Na,-,64.707085,-,-,-,-,160.34941,-,-,-,-,-
Uric acid,+K,-,-,-,-,-,-,-,-,-,-,-,-
Uric acid,[M]+,-,28.8539,-,-,-,-,17.696018,-,-,-,-,-
Uric acid,-H,89357.75,-,-,20.918928,288.77283,520.4655,1486.6038,6.7489038,-,1970.9716,-,-
Uric acid,+Cl,190.47316,-,-,-,-,-,-,-,-,-,-,-
Uric acid,[M]-,-,X,-,-,-,-,-,-,-,X,-,-
Uridine,+H,-,168.55655,-,-,-,-,312.33472,-,-,-,-,-
Uridine,+Na,-,517.92957,143.31752,-,394.19574,-,2056.0598,-,-,-,-,1135.5469
Uridine,+K,-,-,-,-,-,-,167.0543,-,-,-,-,-
Uridine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Uridine,-H,1501.7017,-,-,-,3952.142,-,-,-,-,306.68707,-,-
Uridine,+Cl,501.33884,-,31.204573,-,491.54858,-,-,-,-,-,-,-
Uridine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate,+H,-,-,-,-,-,-,84.27299,-,-,-,-,-
Uridine diphosphate,+Na,-,3656.3005,-,283.3025,-,-,5655.317,-,-,197.18079,-,70.15692
Uridine diphosphate,+K,-,44.40497,-,-,-,-,183.80913,-,-,-,-,-
Uridine diphosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate,-H,861856.56,60566.453,-,582.04865,858.6684,-,39380.195,-,-,321298.66,-,-
Uridine diphosphate,+Cl,-,-,X,-,-,-,-,-,-,-,X,-
Uridine diphosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucose,+H,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucose,+Na,-,288.12195,-,162.4967,-,-,59.362736,-,-,15.928949,-,30.700527
Uridine diphosphate glucose,+K,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucose,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucose,-H,427027.22,43423.465,33.133007,1095.5511,2986.3464,655.4728,11088.864,-,-,20810.744,-,2630.8625
Uridine diphosphate glucose,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucose,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucuronic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucuronic acid,+Na,-,215.06178,-,131.28171,-,-,74.727745,-,-,-,-,-
Uridine diphosphate glucuronic acid,+K,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucuronic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucuronic acid,-H,119620.03,11208.607,-,369.011,966.68976,48.55977,1576.1163,-,-,3614.956,-,-
Uridine diphosphate glucuronic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate glucuronic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate-N-acetylglucosamine,+H,-,-,-,37.83007,-,-,X,-,-,-,-,-
Uridine diphosphate-N-acetylglucosamine,+Na,-,X,-,311.93753,-,-,1022.6213,-,-,-,-,48.548615
Uridine diphosphate-N-acetylglucosamine,+K,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate-N-acetylglucosamine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate-N-acetylglucosamine,-H,1069371.1,-,-,1494.2706,3085.9614,X,27353.828,-,-,58364.82,-,2120.0403
Uridine diphosphate-N-acetylglucosamine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Uridine diphosphate-N-acetylglucosamine,[M]-,-,1327.149,-,-,-,-,-,-,-,-,-,842.50806
Urocanic acid,+H,-,11415.379,818.8971,1639.9076,35.01311,61.26936,6041.9873,-,-,-,-,-
Urocanic acid,+Na,159.7793,1783.2988,650.1943,322.161,317.08084,132.51466,4213.325,-,-,1503.8276,-,X
Urocanic acid,+K,-,135.67151,8.252351,28.236893,-,-,228.16551,-,-,-,-,X
Urocanic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Urocanic acid,-H,33855.312,138.47266,-,64.56046,10641.838,257.17123,102.22865,-,-,18395.523,-,X
Urocanic acid,+Cl,191.05109,-,-,-,-,-,-,-,-,45.501305,-,-
Urocanic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Valine,+H,-,6171.6626,-,880.0983,-,70.28215,1025.4415,-,-,-,-,828.6462
Valine,+Na,-,-,-,100.80592,592.96515,77.71915,845.4613,-,-,-,-,584.66156
Valine,+K,-,-,-,-,-,-,-,-,-,-,-,-
Valine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Valine,-H,1482.8079,-,-,-,3491.5623,58.896763,-,-,-,-,-,608.2692
Valine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Valine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Xanthine,+H,-,401.86905,-,43.239365,-,-,877.106,-,-,-,-,-
Xanthine,+Na,-,181.3263,14.71876,-,73.640724,18.060463,1357.6742,-,-,76.063034,-,323.68417
Xanthine,+K,-,-,-,-,-,-,-,-,-,-,-,11.504271
Xanthine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Xanthine,-H,72632.41,121.29794,-,-,8743.456,222.33699,446.99603,-,166.82407,11245.892,363.09097,2179.375
Xanthine,+Cl,2081.4585,-,-,-,-,-,-,-,-,-,-,-
Xanthine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
alpha-tocopherol,+H,-,-,-,-,-,-,-,-,-,-,-,-
alpha-tocopherol,+Na,-,-,-,-,-,-,-,-,-,-,-,-
alpha-tocopherol,+K,-,-,-,-,-,-,-,-,-,-,-,-
alpha-tocopherol,[M]+,-,569.49176,11931.804,190.36728,106.56354,315.23453,9650.097,10.906481,32.610825,-,-,204.63223
alpha-tocopherol,-H,-,-,-,-,-,-,-,-,-,-,-,-
alpha-tocopherol,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
alpha-tocopherol,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
cis-Aconitic acid,+H,-,143.25917,-,45.881115,-,-,-,-,-,-,-,-
cis-Aconitic acid,+Na,-,2346.24,386.02853,451.20346,-,459.07443,245.31609,-,-,84.556465,-,346.9311
cis-Aconitic acid,+K,-,351.75693,X,83.052185,-,52.803665,14.662181,-,-,-,-,31.778898
cis-Aconitic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
cis-Aconitic acid,-H,71186.88,56078.61,12374.828,1799.6367,7394.5703,2597.3706,3467.2754,4652.3286,-,57654.812,-,31653.863
cis-Aconitic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
cis-Aconitic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
gamma-Aminobutyric acid,+H,-,20236.465,411.84857,1816.1041,494.4443,176.27477,4644.461,-,-,-,-,3065.2517
gamma-Aminobutyric acid,+Na,-,2343.092,223.24498,283.41812,1645.8724,137.18686,1457.4463,-,-,1050.5535,-,1979.6798
gamma-Aminobutyric acid,+K,-,X,-,72.512764,-,-,-,-,-,-,-,174.67111
gamma-Aminobutyric acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
gamma-Aminobutyric acid,-H,935.67535,-,-,-,6429.5737,-,-,-,-,404.65308,-,288.1345
gamma-Aminobutyric acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,X
gamma-Aminobutyric acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
myo-Inositol,+H,-,-,-,-,-,-,-,-,-,-,-,-
myo-Inositol,+Na,-,4049.503,772.0206,1452.6074,1354.6775,648.3625,1613.1787,-,-,231.9292,X,535.32074
myo-Inositol,+K,-,X,X,509.49255,-,-,X,-,-,-,X,-
myo-Inositol,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
myo-Inositol,-H,455.85037,11.486426,-,-,1942.0433,-,-,-,-,318.54172,-,130.82251
myo-Inositol,+Cl,275.07004,-,-,-,173.62524,-,-,-,-,-,-,-
myo-Inositol,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
