dataset_id,well,formula,adduct,neutral_loss,score,average ratio,occupancy ratio
2021-03-07_11h36m10s,10,C8H7N,+H,,0,2.043853563680224,2.1505061549408184
2021-03-07_11h36m10s,68,C6H8O7,+H,,0,1.4466994215126474,0.9515415028667333
2021-03-07_11h36m10s,107,C4H12N2,+H,,0,2.1662147738119497,1.8678002078404494
2021-03-07_11h36m10s,116,C5H14NO,+H,,0,1.9616553433649335,1.901968951581128
2021-03-07_11h36m10s,120,C11H15N2O8P,+H,,1,6.305877792246214,3.831978135383708
2021-03-07_11h36m10s,125,C3H6O3,+H,,0,1.9121081080165607,1.627978685475867
2021-03-07_11h36m10s,126,C4H5N3O,+H,,0,4.940714706475192,1.8950355564528794
2021-03-07_11h36m10s,128,C6H6N2O2,+H,,0,1.0193028323961268,1.1440779828472951
2021-03-07_11h36m10s,129,C5H4N4O2,+H,,0,2.044114818992926,1.5833520767731295
2021-03-07_11h36m10s,130,C4H9NO2,+H,,0,9.028524405139448,1.8678002078404494
2021-03-07_11h36m10s,146,C4H7N3O,+H,,1,9.05744302101787,7.607875806324512
2021-03-07_11h36m10s,156,C11H12N2O2,+H,,0,1.920754075050354,1.9230769230769231
2021-03-07_11h36m10s,173,C4H9N3O2,+H,,0,4.838205814911796,1.888152527408666
