dataset_id,well,formula,adduct,neutral_loss,score,average ratio,occupancy ratio
2021-02-17_18h14m40s,14,C20H28O2,+H,,1,201.70045170862102,38.53391421449497
2021-02-17_18h14m40s,23,C18H24O2,+H,,1,19.336416889473675,15.21277017124599
2021-02-17_18h14m40s,26,C13H16N2O2,+H,,1,2152.270663205707,63.244341044684745
2021-02-17_18h14m40s,38,C4H4O4,+H,,1,11.891122088353494,12.04942754238529
2021-02-17_18h14m40s,57,C6H13O9P,+H,,0,1.4968796682213175,1.4388938425533935
2021-02-17_18h14m40s,58,C5H11O8P,+H,,0,1.4338546643833885,1.2478212292505624
2021-02-17_18h14m40s,60,C9H13N3O5,+H,,1,2734.1462264295506,83.02760350752352
2021-02-17_18h14m40s,61,C6H12O4,+H,,1,67.62940804048256,25.574820277622866
2021-02-17_18h14m40s,66,C8H15NO6,+H,,1,1132.3200956527367,91.1151077511218
2021-02-17_18h14m40s,67,C9H14N3O8P,+H,,1,31.92277635474025,2.3569395878821875
2021-02-17_18h14m40s,68,C6H8O7,+H,,1,5.6686517393702625,5.36813317368394
2021-02-17_18h14m40s,69,C5H4N4O3,+H,,1,140.99972750826146,41.23892142432119
2021-02-17_18h14m40s,70,C9H13NO3,+H,,1,2500.7750811256637,79.90041025962232
2021-02-17_18h14m40s,72,C10H7NO3,+H,,1,548.2281200021064,44.10841436337188
2021-02-17_18h14m40s,73,C5H6N2O4,+H,,1,49.320690378156804,19.83158130268463
2021-02-17_18h14m40s,74,C8H16NO9P,+H,,1,132.5241046024313,33.72996392493143
2021-02-17_18h14m40s,75,C3H7O6P,+H,,0,2.108397633835311,1.972980678590968
2021-02-17_18h14m40s,76,C11H16N2O8,+H,,1,1083.1396341630627,81.13477424664528
2021-02-17_18h14m40s,82,C10H18N4O6,+H,,1,3883.6313570752895,85.01085969094841
2021-02-17_18h14m40s,83,C9H20N2O2,+H,,1,6532.069501683303,96.64485824526085
2021-02-17_18h14m40s,85,C6H13O10P,+H,,1,13.588415358451513,13.23065027922697
2021-02-17_18h14m40s,88,C10H12N5O6P,+H,,1,1255.5355470524298,71.16821149102252
2021-02-17_18h14m40s,89,C6H9NO5,+H,,1,1097.7108573556766,79.57972347047574
2021-02-17_18h14m40s,90,C5H5N5,+H,,1,118.92714294583367,42.34887652838696
2021-02-17_18h14m40s,95,C8H20NO6P,+H,,1,8850.32403716728,95.0503217290876
2021-02-17_18h14m40s,96,C3H5O6P,+H,,1,28.591172842352634,25.774325890200746
2021-02-17_18h14m40s,100,C6H13O9P,+H,,1,13.970877998432323,11.511150740427148
2021-02-17_18h14m40s,101,C5H11O8P,+H,,0,2.2674439215916644,1.4199345022506402
2021-02-17_18h14m40s,103,C3H7O7P,+H,,1,29.590818045793068,24.60465062102758
2021-02-17_18h14m40s,106,C6H14NO8P,+H,,1,465.7951937633355,65.26894850136581
2021-02-17_18h14m40s,107,C4H12N2,+H,,1,2136.1981786329343,58.492562783850175
2021-02-17_18h14m40s,109,C9H17NO4,+H,,1,3570.2907579939347,96.32168533690019
2021-02-17_18h14m40s,110,C7H15NO3,+H,,1,2313.6680798015204,79.28080835039638
2021-02-17_18h14m40s,111,C2H7NO3S,+H,,1,313.50771095009543,63.541317205660015
2021-02-17_18h14m40s,112,C10H17N3O6S,+H,,1,1594.8130795498353,89.03111574243742
2021-02-17_18h14m40s,113,C4H6O4,+H,,0,3.2343868774016613,2.5272310128664617
2021-02-17_18h14m40s,115,C10H26N4,+H,,1,8647.578117692457,83.58474226617155
2021-02-17_18h14m40s,119,C11H22N2O4S,+H,,1,3207.057425897384,85.62221611713365
2021-02-17_18h14m40s,120,C11H15N2O8P,+H,,1,2521.2226007024437,78.0761159275063
2021-02-17_18h14m40s,123,C3H7NO2S,+H,,1,689.0849715006717,62.899593752985446
2021-02-17_18h14m40s,126,C4H5N3O,+H,,1,532.6198174232305,49.89671613610085
2021-02-17_18h14m40s,127,C9H11NO4,+H,,1,1514.2874971340937,54.12608436942157
2021-02-17_18h14m40s,128,C6H6N2O2,+H,,1,1831.8849367093376,89.40874669636705
2021-02-17_18h14m40s,129,C5H4N4O2,+H,,1,1070.2972521977879,79.426646507075
2021-02-17_18h14m40s,130,C4H9NO2,+H,,1,4489.601576531531,91.42081185362514
2021-02-17_18h14m40s,132,C9H14N4O3,+H,,1,3956.9158646065034,81.2453085976062
2021-02-17_18h14m40s,133,C4H4N2O2,+H,,1,114.17785573840267,46.24069705739397
2021-02-17_18h14m40s,134,C10H14N5O7P,+H,,1,1166.847793828235,78.32866666383408
2021-02-17_18h14m40s,135,C5H4N4O,+H,,1,657.1316525639903,45.78817900388258
2021-02-17_18h14m40s,136,C6H6N2O,+H,,1,228.47795277070472,67.92831034076171
2021-02-17_18h14m40s,137,C5H6N2O2,+H,,1,477.70878010390396,55.78015729456863
2021-02-17_18h14m40s,138,C6H5NO2,+H,,1,3367.798542510445,90.00156225589751
2021-02-17_18h14m40s,139,C7H16NO2,+H,,0,3.3728354333573916,2.6656857165331744
2021-02-17_18h14m40s,140,C12H17N4OS,+H,,1,1050.4958851610788,83.86612500398059
2021-02-17_18h14m40s,142,C8H11NO3,+H,,1,2542.1964926154255,69.78573125789123
2021-02-17_18h14m40s,143,C10H16N2O3S,+H,,1,160.4112765133871,6.226420948883249
2021-02-17_18h14m40s,145,C5H11NO2,+H,,1,1101.4783716494194,50.54462025732924
2021-02-17_18h14m40s,146,C4H7N3O,+H,,1,1971.150339295977,84.016694046848
2021-02-17_18h14m40s,147,C5H9NO4,+H,,1,914.0933587029987,81.66671834922941
2021-02-17_18h14m40s,149,C9H11NO2,+H,,1,1527.8110146551835,79.074535573504
2021-02-17_18h14m40s,150,C9H11NO3,+H,,1,283.3204343021921,11.312862874984454
2021-02-17_18h14m40s,152,C5H14N4,+H,,1,12609.06340000049,84.77461127188894
2021-02-17_18h14m40s,154,C4H10N3O5P,+H,,1,51.19990920607552,13.148345102406918
2021-02-17_18h14m40s,155,C10H12N2O3,+H,,1,822.439345808388,71.6934003564492
