name_short,adduct,9AA,CHCA,CMBT,ClCCA,DAN,DHAP,DHB,MAPS,NEDC,NOR,PNDI,pNA
Glucose,+H,-,-,-,-,-,-,-,-,-,-,-,-
Glucose,+Na,-,V,-,V,V,V,V,-,-,-,X,V
Glucose,+K,-,X,X,V,-,V,X,-,-,-,-,-
Glucose,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glucose,-H,V,-,-,-,V,V,-,-,-,V,-,V
Glucose,+Cl,V,-,-,-,V,-,-,-,-,V,-,-
Glucose,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glucose 6-phosphate,+H,-,V,-,-,-,-,-,-,-,-,X,-
Glucose 6-phosphate,+Na,-,V,-,V,-,-,-,-,-,-,-,V
Glucose 6-phosphate,+K,-,V,-,V,-,-,-,-,-,-,-,-
Glucose 6-phosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glucose 6-phosphate,-H,V,V,-,-,V,-,-,-,-,V,-,V
Glucose 6-phosphate,+Cl,V,-,-,-,-,-,-,-,-,V,-,-
Glucose 6-phosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glucosyl cholesterol,+H,-,-,-,-,-,-,-,-,-,-,-,-
Glucosyl cholesterol,+Na,V,V,V,V,V,V,V,V,V,V,-,V
Glucosyl cholesterol,+K,-,V,V,V,V,V,V,-,-,V,-,V
Glucosyl cholesterol,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glucosyl cholesterol,-H,V,-,-,-,V,-,-,V,-,V,-,V
Glucosyl cholesterol,+Cl,V,-,V,-,V,V,-,V,V,V,-,V
Glucosyl cholesterol,[M]-,-,-,-,-,-,-,-,-,-,-,-,V
Glutamic acid,+H,-,V,V,V,V,-,V,-,-,-,-,V
Glutamic acid,+Na,-,V,V,V,V,-,V,-,-,V,-,V
Glutamic acid,+K,-,X,-,V,V,-,V,-,-,-,-,-
Glutamic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glutamic acid,-H,V,V,V,V,V,V,V,-,-,V,-,V
Glutamic acid,+Cl,V,X,-,-,V,-,-,-,-,-,-,-
Glutamic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glutamine,+H,-,V,V,V,V,V,V,-,-,-,-,V
Glutamine,+Na,V,V,V,V,V,V,V,-,-,X,-,V
Glutamine,+K,-,V,-,V,V,V,V,-,-,-,-,V
Glutamine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glutamine,-H,V,-,-,-,V,V,-,-,-,V,-,V
Glutamine,+Cl,V,-,-,-,V,-,-,-,-,-,-,-
Glutamine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glutathione,+H,-,X,V,V,V,V,V,-,-,-,-,V
Glutathione,+Na,V,V,V,V,V,V,V,-,-,V,-,-
Glutathione,+K,-,V,V,V,-,V,V,-,-,V,-,V
Glutathione,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glutathione,-H,V,-,-,V,V,V,V,-,-,V,-,V
Glutathione,+Cl,-,-,-,-,-,-,-,-,-,-,X,-
Glutathione,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glycerol 3-phosphate,+H,-,X,-,-,-,X,-,-,-,-,-,-
Glycerol 3-phosphate,+Na,-,V,-,V,-,-,-,-,-,-,-,-
Glycerol 3-phosphate,+K,-,V,-,V,-,-,-,-,-,-,-,-
Glycerol 3-phosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glycerol 3-phosphate,-H,V,V,-,-,V,-,-,-,-,V,-,-
Glycerol 3-phosphate,+Cl,V,-,-,-,-,-,-,-,V,-,-,-
Glycerol 3-phosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glycerophosphocholine,+H,V,V,V,V,V,V,V,-,V,V,-,V
Glycerophosphocholine,+Na,V,V,V,V,V,-,V,-,-,V,-,V
Glycerophosphocholine,+K,V,V,V,V,V,X,V,-,-,V,-,V
Glycerophosphocholine,[M]+,-,-,-,-,X,-,-,-,-,-,-,-
Glycerophosphocholine,-H,-,-,-,-,X,-,-,-,-,-,-,-
Glycerophosphocholine,+Cl,X,-,-,-,X,-,-,-,-,X,-,-
Glycerophosphocholine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Glycine,+H,-,V,-,-,-,-,-,-,-,-,-,-
Glycine,+Na,-,V,-,V,-,V,V,-,-,-,-,V
Glycine,+K,-,V,-,V,-,-,-,-,-,-,-,-
Glycine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Glycine,-H,V,-,-,-,-,-,-,-,-,V,-,-
Glycine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Glycine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Guanine,+H,-,-,-,V,-,-,V,-,-,-,-,V
Guanine,+Na,V,-,V,V,V,-,V,-,-,V,-,V
Guanine,+K,-,-,-,-,-,-,V,-,-,-,-,V
Guanine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Guanine,-H,V,-,-,-,V,-,-,-,-,V,-,V
Guanine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Guanine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Histamine,+H,V,V,V,V,V,V,V,-,V,V,-,V
Histamine,+Na,V,V,V,V,V,V,V,-,-,V,-,V
Histamine,+K,-,V,-,V,-,V,V,-,-,-,-,V
Histamine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Histamine,-H,V,-,-,-,V,-,-,-,-,V,-,V
Histamine,+Cl,V,-,-,-,-,-,-,-,-,-,-,-
Histamine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Histidine,+H,-,V,V,V,V,V,V,-,X,V,-,X
Histidine,+Na,V,V,V,V,V,-,V,-,-,V,-,V
Histidine,+K,-,V,V,V,-,-,V,-,-,V,-,V
Histidine,[M]+,-,-,-,-,X,-,-,-,X,-,-,X
Histidine,-H,V,V,V,-,V,V,-,-,-,V,V,V
Histidine,+Cl,-,-,V,-,X,-,-,-,-,-,-,-
Histidine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Homocysteine,+H,-,V,-,V,V,V,V,-,-,-,-,V
Homocysteine,+Na,-,-,-,V,-,V,V,-,-,-,-,V
Homocysteine,+K,-,-,-,-,-,-,-,-,-,-,-,-
Homocysteine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Homocysteine,-H,-,-,-,-,V,-,-,-,-,V,-,V
Homocysteine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Homocysteine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Hypoxanthine,+H,-,V,V,V,-,V,V,-,-,-,-,V
Hypoxanthine,+Na,V,V,V,V,V,V,V,-,-,V,-,V
Hypoxanthine,+K,V,V,-,V,-,V,V,-,-,-,-,V
Hypoxanthine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Hypoxanthine,-H,V,V,-,-,V,V,V,-,-,V,-,V
Hypoxanthine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Hypoxanthine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Indole,+H,-,X,-,-,X,-,-,-,-,-,-,X
Indole,+Na,-,X,-,-,X,-,-,-,-,X,-,X
Indole,+K,-,-,-,-,-,-,-,-,-,-,-,-
Indole,[M]+,-,-,-,-,X,-,-,-,-,-,-,X
Indole,-H,-,X,-,-,X,-,-,X,-,X,-,X
Indole,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Indole,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Kynurenic acid,+H,-,X,V,V,-,V,V,-,-,-,-,V
Kynurenic acid,+Na,-,X,V,X,V,V,V,-,-,-,-,V
Kynurenic acid,+K,-,-,-,X,-,-,V,-,-,-,-,-
Kynurenic acid,[M]+,-,X,-,-,X,-,-,-,-,X,-,-
Kynurenic acid,-H,V,X,V,X,X,-,-,V,V,X,-,V
Kynurenic acid,+Cl,V,-,-,-,-,-,-,-,-,-,-,-
Kynurenic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Kynurenine,+H,-,V,V,V,V,V,V,-,-,-,-,V
Kynurenine,+Na,V,V,V,V,V,V,V,-,V,-,-,V
Kynurenine,+K,-,X,V,-,V,V,V,-,-,-,-,V
Kynurenine,[M]+,-,-,-,V,-,-,-,-,-,-,-,X
Kynurenine,-H,V,-,-,-,V,-,-,V,-,V,-,V
Kynurenine,+Cl,-,-,-,-,V,-,-,-,-,-,-,-
Kynurenine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
L-Dopa,+H,-,V,-,V,-,V,V,-,-,-,-,V
L-Dopa,+Na,-,V,-,V,-,V,V,-,-,V,-,V
L-Dopa,+K,-,-,-,V,-,-,V,-,-,-,-,V
L-Dopa,[M]+,-,-,-,-,X,-,V,-,-,-,-,-
L-Dopa,-H,V,-,-,-,V,V,-,-,-,V,-,V
L-Dopa,+Cl,-,-,-,-,V,-,X,-,-,V,-,V
L-Dopa,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Lactic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Lactic acid,+Na,-,-,X,-,X,-,X,-,-,X,-,-
Lactic acid,+K,-,-,-,-,-,-,-,-,-,-,-,-
Lactic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Lactic acid,-H,X,-,-,-,-,X,X,X,X,X,-,X
Lactic acid,+Cl,-,-,-,-,-,-,-,-,X,-,-,-
Lactic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PA 18:1,+H,-,V,-,V,-,-,V,-,-,-,-,-
Lyso PA 18:1,+Na,V,V,V,V,V,V,V,-,V,V,-,V
Lyso PA 18:1,+K,-,V,V,V,-,V,V,-,V,V,-,V
Lyso PA 18:1,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PA 18:1,-H,-,-,-,-,-,V,-,V,-,-,-,-
Lyso PA 18:1,+Cl,V,-,-,-,-,-,-,-,V,-,-,-
Lyso PA 18:1,[M]-,-,V,V,-,-,-,-,-,-,-,-,V
Lyso PC 15:0,+H,V,V,V,V,V,V,V,V,V,V,-,V
Lyso PC 15:0,+Na,V,V,V,V,V,V,V,V,V,V,-,V
Lyso PC 15:0,+K,V,V,V,V,V,V,V,-,V,V,-,V
Lyso PC 15:0,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PC 15:0,-H,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PC 15:0,+Cl,V,-,-,-,V,V,-,-,V,V,-,-
Lyso PC 15:0,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PE 18:0,+H,-,V,V,V,V,V,V,V,V,V,-,V
Lyso PE 18:0,+Na,V,V,V,V,V,V,V,V,V,V,-,V
Lyso PE 18:0,+K,-,V,V,V,V,V,V,-,V,V,-,V
Lyso PE 18:0,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PE 18:0,-H,V,-,-,V,-,V,V,V,V,V,-,-
Lyso PE 18:0,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PE 18:0,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PG 16:0,+H,-,V,V,V,-,V,X,-,V,-,-,V
Lyso PG 16:0,+Na,V,V,V,V,V,V,V,V,V,V,-,V
Lyso PG 16:0,+K,-,V,V,V,-,V,V,-,V,V,-,V
Lyso PG 16:0,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PG 16:0,-H,V,V,-,V,V,V,V,V,V,-,-,-
Lyso PG 16:0,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PG 16:0,[M]-,-,-,V,-,-,-,-,-,-,-,-,V
Lyso PI 17:1,+H,-,V,V,V,-,V,V,-,-,-,-,-
Lyso PI 17:1,+Na,V,V,V,V,V,V,V,-,V,V,-,V
Lyso PI 17:1,+K,-,V,V,V,-,V,V,-,V,-,-,V
Lyso PI 17:1,[M]+,-,-,-,-,-,-,-,X,-,-,-,-
Lyso PI 17:1,-H,V,V,V,V,V,V,V,V,V,V,V,V
Lyso PI 17:1,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PI 17:1,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PS 17:1,+H,-,V,V,V,V,V,V,V,V,V,-,V
Lyso PS 17:1,+Na,V,V,V,V,V,V,V,V,V,V,-,V
Lyso PS 17:1,+K,-,V,V,V,V,V,V,X,V,V,-,V
Lyso PS 17:1,[M]+,-,-,V,-,-,-,-,-,-,-,-,-
Lyso PS 17:1,-H,V,V,V,V,V,V,V,V,V,V,-,V
Lyso PS 17:1,+Cl,V,-,-,-,-,-,-,-,-,V,-,-
Lyso PS 17:1,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
MG 18:1,+H,-,-,V,V,-,-,V,-,-,-,-,-
MG 18:1,+Na,V,V,V,V,V,V,V,-,-,V,-,-
MG 18:1,+K,-,-,V,V,-,V,V,-,-,-,-,-
MG 18:1,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
MG 18:1,-H,-,-,-,-,-,-,-,-,-,-,-,-
MG 18:1,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
MG 18:1,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Malic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Malic acid,+Na,-,V,V,V,V,V,V,-,-,V,-,V
Malic acid,+K,-,V,-,V,V,-,V,-,-,-,-,V
Malic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,X
Malic acid,-H,V,V,V,V,V,V,V,V,V,V,V,V
Malic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Malic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Malonic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Malonic acid,+Na,-,V,-,V,-,V,V,-,-,V,-,-
Malonic acid,+K,-,-,-,-,-,-,-,-,-,-,-,-
Malonic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Malonic acid,-H,V,V,-,V,-,V,V,-,V,V,-,V
Malonic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Malonic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Melatonin,+H,-,V,V,V,V,V,V,-,-,-,-,-
Melatonin,+Na,-,V,V,V,V,V,V,-,V,V,-,V
Melatonin,+K,-,-,V,V,V,V,V,-,-,-,-,-
Melatonin,[M]+,-,V,V,V,V,V,V,-,-,-,-,V
Melatonin,-H,V,-,-,-,V,-,-,-,-,V,-,-
Melatonin,+Cl,-,-,-,-,-,-,-,X,-,-,-,-
Melatonin,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Methionine,+H,-,V,V,V,V,V,V,-,-,-,-,V
Methionine,+Na,-,V,V,-,V,V,V,-,-,-,-,V
Methionine,+K,-,V,-,-,-,-,V,-,-,-,-,-
Methionine,[M]+,-,V,-,-,-,-,-,-,-,-,-,-
Methionine,-H,V,-,-,-,V,-,-,-,-,V,-,V
Methionine,+Cl,-,-,-,-,V,-,-,-,-,-,-,-
Methionine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Mevalonic acid,+H,-,V,-,-,-,-,V,-,-,-,-,-
Mevalonic acid,+Na,V,V,X,X,V,V,V,-,-,-,-,X
Mevalonic acid,+K,-,X,-,-,-,X,V,-,-,-,-,-
Mevalonic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Mevalonic acid,-H,V,V,-,-,V,V,-,-,-,V,-,V
Mevalonic acid,+Cl,V,-,-,-,-,-,-,-,-,-,-,-
Mevalonic acid,[M]-,-,-,-,-,X,-,-,-,-,-,-,-
Myo-inositol 1-phosphate,+H,-,V,-,V,-,-,-,-,-,-,-,-
Myo-inositol 1-phosphate,+Na,-,V,-,V,-,V,-,-,-,-,-,-
Myo-inositol 1-phosphate,+K,-,V,-,V,-,-,-,-,-,-,-,-
Myo-inositol 1-phosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Myo-inositol 1-phosphate,-H,V,V,-,V,V,-,V,-,-,V,-,V
Myo-inositol 1-phosphate,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Myo-inositol 1-phosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
N-Acetylaspartic acid,+H,-,V,V,V,-,V,V,-,-,-,-,V
N-Acetylaspartic acid,+Na,-,V,V,V,V,V,V,-,-,-,-,V
N-Acetylaspartic acid,+K,-,V,-,V,V,V,V,-,-,-,-,V
N-Acetylaspartic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
N-Acetylaspartic acid,-H,V,V,V,V,V,V,V,V,-,V,-,V
N-Acetylaspartic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
N-Acetylaspartic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
N-Acetylaspartylglutamic acid,+H,-,V,V,V,-,V,V,-,-,-,-,-
N-Acetylaspartylglutamic acid,+Na,V,V,V,V,V,V,V,-,V,V,-,V
N-Acetylaspartylglutamic acid,+K,V,V,V,V,-,-,V,-,-,-,-,V
N-Acetylaspartylglutamic acid,[M]+,-,-,-,-,-,X,-,-,-,-,-,-
N-Acetylaspartylglutamic acid,-H,V,V,V,V,V,V,V,-,V,V,-,V
N-Acetylaspartylglutamic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
N-Acetylaspartylglutamic acid,[M]-,-,-,-,-,-,X,-,-,-,-,-,-
N-Acetylgalactosamine 6-phosphate,+H,-,V,-,V,-,-,V,-,-,-,X,-
N-Acetylgalactosamine 6-phosphate,+Na,-,-,V,V,-,V,V,-,-,-,-,V
N-Acetylgalactosamine 6-phosphate,+K,-,V,-,V,-,-,V,-,-,-,-,-
N-Acetylgalactosamine 6-phosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
N-Acetylgalactosamine 6-phosphate,-H,V,-,-,V,V,V,V,-,-,V,-,-
N-Acetylgalactosamine 6-phosphate,+Cl,-,-,-,-,-,X,-,-,-,-,-,-
N-Acetylgalactosamine 6-phosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
N-Acetylglucosamine,+H,-,V,V,V,-,V,V,-,-,V,-,V
N-Acetylglucosamine,+Na,V,V,V,V,V,V,V,-,-,V,-,V
N-Acetylglucosamine,+K,-,V,V,V,-,V,V,-,V,V,X,V
N-Acetylglucosamine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
N-Acetylglucosamine,-H,V,-,-,-,V,-,-,-,-,V,-,V
N-Acetylglucosamine,+Cl,V,-,V,V,V,-,-,-,-,V,-,-
N-Acetylglucosamine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
"N6,N6,N6-Trimethyllysine",+H,V,V,V,V,V,V,V,-,V,V,-,V
"N6,N6,N6-Trimethyllysine",+Na,V,V,V,V,V,V,V,-,-,V,-,V
"N6,N6,N6-Trimethyllysine",+K,V,V,-,V,-,V,V,-,-,V,-,V
"N6,N6,N6-Trimethyllysine",[M]+,-,-,-,-,-,-,-,-,-,-,-,-
"N6,N6,N6-Trimethyllysine",-H,-,-,-,-,-,-,-,-,-,-,-,-
"N6,N6,N6-Trimethyllysine",+Cl,V,-,-,-,V,-,-,-,-,V,-,V
"N6,N6,N6-Trimethyllysine",[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Niacinamide,+H,-,V,V,V,-,V,V,-,-,-,V,-
Niacinamide,+Na,-,-,V,-,-,-,V,-,-,-,-,X
Niacinamide,+K,-,-,-,-,-,-,-,-,-,-,-,X
Niacinamide,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Niacinamide,-H,-,-,-,-,-,-,-,-,-,-,-,-
Niacinamide,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Niacinamide,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Nicotinamide adenine dinucleotide (NAD),+H,-,-,-,-,-,-,-,-,-,-,X,-
Nicotinamide adenine dinucleotide (NAD),+Na,-,-,-,-,-,-,-,-,-,-,-,-
Nicotinamide adenine dinucleotide (NAD),+K,-,-,-,-,-,-,-,-,-,-,-,-
Nicotinamide adenine dinucleotide (NAD),[M]+,V,V,-,V,-,-,V,-,-,V,X,V
Nicotinamide adenine dinucleotide (NAD),-H,-,-,-,-,-,-,-,-,-,-,-,-
Nicotinamide adenine dinucleotide (NAD),+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Nicotinamide adenine dinucleotide (NAD),[M]-,V,-,-,-,V,-,V,-,-,V,-,-
"Nicotinamide adenine dinucleotide, reduced (NADH)",+H,-,V,X,V,-,-,V,-,-,-,X,-
"Nicotinamide adenine dinucleotide, reduced (NADH)",+Na,V,V,-,V,V,-,V,-,-,V,-,-
"Nicotinamide adenine dinucleotide, reduced (NADH)",+K,-,-,-,-,-,-,V,-,-,-,-,-
"Nicotinamide adenine dinucleotide, reduced (NADH)",[M]+,-,-,-,-,-,X,-,-,-,-,-,-
"Nicotinamide adenine dinucleotide, reduced (NADH)",-H,V,V,-,V,V,-,V,-,-,V,-,-
"Nicotinamide adenine dinucleotide, reduced (NADH)",+Cl,-,-,-,-,-,-,-,-,-,-,-,V
"Nicotinamide adenine dinucleotide, reduced (NADH)",[M]-,-,-,-,-,-,X,-,-,-,V,-,-
Nicotinamide riboside,+H,-,-,-,-,-,-,-,-,-,-,-,-
Nicotinamide riboside,+Na,-,-,-,-,-,-,-,-,-,-,-,-
Nicotinamide riboside,+K,-,-,-,-,-,-,-,-,-,-,-,-
Nicotinamide riboside,[M]+,V,V,V,V,V,V,V,-,-,V,-,V
Nicotinamide riboside,-H,-,-,-,-,-,-,-,-,-,-,-,-
Nicotinamide riboside,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Nicotinamide riboside,[M]-,-,-,-,-,V,-,-,-,-,-,-,-
Nicotinamide ribotide,+H,V,V,-,V,-,V,V,-,-,-,-,V
Nicotinamide ribotide,+Na,-,V,-,V,-,-,V,-,-,-,-,V
Nicotinamide ribotide,+K,-,-,-,-,-,-,-,-,-,-,-,-
Nicotinamide ribotide,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Nicotinamide ribotide,-H,-,-,-,-,-,-,-,-,-,-,-,-
Nicotinamide ribotide,+Cl,-,-,X,-,-,-,-,-,-,-,X,-
Nicotinamide ribotide,[M]-,-,-,-,-,-,-,-,X,-,-,-,-
Nicotinic acid,+H,-,V,V,V,-,V,V,-,-,-,-,-
Nicotinic acid,+Na,-,-,-,-,-,-,-,-,-,-,-,X
Nicotinic acid,+K,-,-,-,-,-,-,-,-,-,-,-,X
Nicotinic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Nicotinic acid,-H,V,-,-,-,V,V,-,-,-,V,-,X
Nicotinic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Nicotinic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,X
Ornithine,+H,-,V,V,V,V,V,V,-,V,V,-,V
Ornithine,+Na,-,V,V,V,V,V,V,-,-,-,-,V
Ornithine,+K,-,V,-,V,-,V,-,-,-,-,-,X
Ornithine,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Ornithine,-H,V,-,-,-,V,-,-,-,-,V,-,V
Ornithine,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Ornithine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Orotic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Orotic acid,+Na,-,-,-,-,-,-,-,-,-,-,-,-
Orotic acid,+K,-,-,-,-,-,-,-,-,-,-,-,-
Orotic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Orotic acid,-H,V,V,-,V,V,V,V,-,V,V,-,X
Orotic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Orotic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Oxalacetic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Oxalacetic acid,+Na,-,-,-,-,-,-,-,-,-,-,-,-
Oxalacetic acid,+K,-,-,-,-,-,-,-,-,-,-,-,-
Oxalacetic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Oxalacetic acid,-H,X,V,-,-,-,-,-,-,-,-,-,-
Oxalacetic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Oxalacetic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Oxidized glutathione,+H,V,V,V,V,-,V,V,-,-,V,-,V
Oxidized glutathione,+Na,V,V,V,V,V,V,V,-,V,V,-,V
Oxidized glutathione,+K,V,V,V,V,-,-,V,-,-,V,-,V
Oxidized glutathione,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Oxidized glutathione,-H,V,V,-,V,V,V,V,-,-,V,-,V
Oxidized glutathione,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Oxidized glutathione,[M]-,-,-,-,-,X,-,-,-,-,-,-,-
PA 16:0-18:1,+H,-,V,-,V,-,V,V,-,-,-,-,-
PA 16:0-18:1,+Na,V,V,V,V,V,V,V,V,V,V,-,V
PA 16:0-18:1,+K,-,V,V,V,V,V,V,-,-,-,-,V
PA 16:0-18:1,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
PA 16:0-18:1,-H,V,V,-,V,V,V,V,V,V,V,-,V
PA 16:0-18:1,+Cl,V,-,-,-,V,-,-,-,V,V,-,-
PA 16:0-18:1,[M]-,-,V,-,-,-,-,-,-,-,-,-,-
PC (O) C16-18:1,+H,V,V,V,V,V,V,V,V,V,V,-,V
PC (O) C16-18:1,+Na,V,V,V,V,V,V,V,V,V,V,-,V
PC (O) C16-18:1,+K,V,V,V,V,V,V,V,-,V,-,-,V
PC (O) C16-18:1,[M]+,-,-,V,-,-,-,-,-,-,-,-,V
PC (O) C16-18:1,-H,-,-,-,-,V,-,-,-,-,-,-,-
PC (O) C16-18:1,+Cl,V,-,-,-,V,V,-,-,-,-,-,-
PC (O) C16-18:1,[M]-,-,-,-,-,V,-,-,-,-,-,-,-
PC 15:0-18:1,+H,V,V,V,V,V,V,V,V,V,V,-,V
PC 15:0-18:1,+Na,V,V,V,V,V,V,V,V,V,V,-,V
PC 15:0-18:1,+K,V,V,V,V,V,V,V,-,V,-,-,V
PC 15:0-18:1,[M]+,-,-,V,-,-,-,-,-,-,-,V,V
PC 15:0-18:1,-H,-,-,-,-,V,-,-,-,-,-,-,-
PC 15:0-18:1,+Cl,V,-,-,-,V,-,-,-,V,V,-,-
PC 15:0-18:1,[M]-,-,-,-,-,V,-,-,-,-,-,-,-
PE 18:0-20:4,+H,-,V,V,V,-,V,V,-,-,-,-,V
PE 18:0-20:4,+Na,-,V,V,V,V,V,V,-,V,V,-,V
PE 18:0-20:4,+K,-,V,-,-,-,-,V,-,-,-,-,-
PE 18:0-20:4,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
PE 18:0-20:4,-H,V,V,-,-,V,V,-,V,V,V,-,V
PE 18:0-20:4,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
PE 18:0-20:4,[M]-,V,-,-,-,V,-,-,-,V,V,-,V
PG 16:0-18:1,+H,-,V,V,V,-,V,V,-,-,-,-,-
PG 16:0-18:1,+Na,V,V,V,V,V,V,V,V,V,V,-,V
PG 16:0-18:1,+K,-,V,V,V,V,V,V,-,V,-,-,V
PG 16:0-18:1,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
PG 16:0-18:1,-H,V,V,V,V,V,V,V,V,V,V,-,V
PG 16:0-18:1,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
PG 16:0-18:1,[M]-,-,V,V,-,-,-,-,-,-,V,-,V
PI 16:0-18:1,+H,-,-,-,V,-,V,V,-,-,-,-,-
PI 16:0-18:1,+Na,-,V,V,V,V,V,V,-,-,V,-,V
